essay_id,full_text,score
a4c3fff,"Once, driverless cars were something that no one thought possible; but today, they are becoming more and more plausible to see on the road in just a few years. The development of these cars could lead to a safer road environment, and a better experience for former drivers. This could be done by improving safety over manual cars, and even by adding forms of safer entertainment.

In order to alert the passenger in the first place, the smart car would need to have a complex system of sensors. With these in place, the car could sense the speed, the engine function, and have a constant 3D analysis of the car's surroundings. This could allow for the car to sense danger in objects in all directions, as well as dangerous speeds and engine problems. These systems could detect and alert a human passanger much faster than the human could detect or even realize the issues before they cause an accident.

These cars would include necessary safety measures in order to make sure the passenger would not be put in danger in case of emergency. Though these smart cars would be able to accelerate, break, and sense danger on their own, they still would need a human to take over to steer clear of trouble. This could be done by alerts the car has from it's censors such as flashing lights or vibrating seats to get the passenger's attention to take over. This could most certainly prevent accidents before the human even would fully realise the danger.

What about being bored while your car drives itself? Doesn't a smart car take the fun out of driving? Of course not, is the answer. Smart cars could provide a new kind of entertainment aside from just the radio or the TV in the back seat. They could give the same feeling one would have with a smartphone at a handsfree, simple, and most of all, safe experience. All including a feature that shuts all entertainment off when alerting the passenger of danger, leading this to be much safer than using a cellphone at the wheel.

Smart cars could give us many things that make us feel safe, happy, and entertained; Safety features such as censors and alerts make us feel safe, while new forms of entertainment keep us happy when experiencing the driverless car. These cars are soon coming into the modern world, and we are well on our way to excepting them as safe, reliable vehicles. The days of yesterdays self-driving-cars dream, is becoming a reality.                ",4
8388adc,"You're walking into a classroom seeing different faces, different attitudes, and different emotions. Do you think you'll be able to tell the emotion of each student? What if you were sitting in a classroom? Do you believe a computer or any technology that's able to read you and your classmates emotional expresionsis valuabe? If you do, then I disagree.

I believe the use of technology that's able to read the emotional expressions of students isn't valuable.First, I believe this because the software is able to show only six emotions. In the article, it states, ""Eckman has classified six basic emotions - happiness, surprise, anger, disgust, fear, and sadness,"" This shows that emotions like empty or basic won't be shown. If these emotions aren't shown, then what would the system show for an empty-feeling person.

Next, I believe this system isn't valuable because some people can have deceiving faces. In the article, the author, D'Alto says, ""...and then associated each with characteristic movements of the facial muscles."" This shows that the system is using people's facial expression to tell their emotion. A student can have a bored look on their face, but be very interested in what's going on at the same time. Therefore, the system will believe the student is bored, even though the student is far from it.

Finally, I believe this system isn't valuable because no mater what emotion a person is feeling, some people just have a natural neutral face. In the fourth paragraph it says, ""Each expression is comapred against a neutral face."" This shows that when a person has a neutral face they're only showing no emotion. Even though a person shows no emotion, deep down inside they might be happy or sad without anyone knowing.

This is why I believe the Facial Action Coding Sysytem is not valuable at all. The system is only able to show basic emotions. The system can't detect deceiving faces. This system clarifies the neutral face as no emotion. I hope you agree.",4
45f85d6,"It's that time of year again. The election of the president of the United States! But does our vote really matter? I mean the Electoral College does all the voting anyway. So should we change the Electoral College to popular vote for the president or, keeping it the way it should be senator?

To commence, the Electoral College is pretty much the way the president is elected.

There are currently 538 electors in the Electoral College (Source 1). And in order to win the presidency you need to have at least 270 electoral votes. But why is it like that? In the 2000 U.S. election Al Gore had more popular votes than George W. Bush did nationwide. But he lost the election because Bush had 271 electoral votes compared to Gore's 266 (Source 2). The Electoral College is widely known for being unfair but, there is a reason for that. Number 1 is the Certainty of Outcome. It's less likely to dispute over the popular vote than it is than the electoral vote. The reason is because of the winning candidate's share of the Electoral College invariably exceeds his share of the popular vote. (Source 3).

On the other hand, some Americans have five reasons to keep our horrendous way to elect our president. A Certainty of outcome. It is stated in Source 3 that it is less likely to have a dispute of electoral votes than popular votes. And it's because of the winning candidate's share of popular votes. Everyone's President. It's stated that the Electoral College requires to a presidential candidate to have trans-regional appeal. The South and Northeast region don't have enough electoral votes to elect a president. So Romney had no incentive of campaining in the South. Swing states. The winner-take-all method is popular in each state in the U.S. Giving the winning candidate to win the presidency. The ""toss-up"" states are more likely to pay more attention to the campaign. 4 Big states. Larger states are more likey to have more electoral votes than smaller states. In contrast, Florida and Wyoming. Florida has 29 and Wyoming with only a mere 3 electoral votes. Avoid run-off elections. The electoral college avoids the problem of elections in which no candidate receives a majority of the votes cast.

Hence, senator there is no need to change the Electoral College to popular votes. Although, many Americans despise the way it works. It still manages to elect a president in an unfair way.            ",3
a145382,"I think this artical is important. Our emotions are always changing. This new technology can help us in different ways. I'm for this because learn how someone feels is important in some cases. Facial experssions show how someone feels through their emotions.

The creator of FACS is an psychologists named Dr. Paul Eckman. The Facial Action Coding System is able to read an identify peoples emotion. Only the six basics which are happiness, surprise, anger, disgust ,fear , and sadness. The way they found Mona Lisa's emotions was by using a 3-D computer to construct the face. They found all forty-four major muscles, the movement of one or more muscles is called an action unit on the computer.

If the FCAS was used in school it can be a benifit to students and teachers. It can show how student are acting in class to see if they're under standing or not. If someone isn't understanding then the teacher can see and talk more on that subject. If the students id doing an assinment on the computer and get the answer wrong and see confusion the system could reword the question and see if that's easier.

The main idea of the Facial Action Coding System is to see emoition. It can help in many situations. In school we can now see if student are confused or paying attention.",2
0f89fad,"This essay is going to talk about the ""Facial Action Coding System."" This article is called "" Making Mona Lisa Smile."" And is written by Nick D'Alto. The (FACS) would be good in classrooms.

This coding could be good for students and teachers. So lets say we do get this in classrooms, then the robot could tell if someone is having a bad day, or needs more help on something, just by reading their faces. Then the teacher would maybe help the student more or ask whats wrong, and get the student some kinda help.

If someone has an IEP the robot could tell the teacher that the student needs more help on this on subject. The robot could possible help the student understand it. If the student stil doesnt understand the problem or the subject, the robot could go and get him/her and say to them "" So and so needs your help on this problem or on this subject."" And the teacher would go help them.

Well the robot could malfunction in the middle of class and and go roge and start herting people. Well if that happended then their would be someone on stand by to turn off the robot and start working on him. So the robot could get back as fast as he could. Well what if that person is sick one day and the robot goes beserk. Then we will have a second person on stand by.

The robot would be good in the classromms. This Coding could be good for students and teachers. If someone has an IEP, the robot could tell the teacher that the studnet needs more help than the other students. Well the robot could malfunction in the middle of class and go roge and start herting perople. This could be very good for the class room.                          ",3
d795c90,"The author of this story does not support the idea of Venus being a worthy pursuit despite the dangers. in this article, there is only evidence supporting all the challenges that venus brings to us. The author gave no reason or claim to why a dangerous trip to venus would benefit us in any way. The author of this article does include evidence and facts about how hard it would be to get to Venus and all the challenges we would have to undergo to get to Venus.

In this article the author claims that going to Venus is hard but worthy. What makes Venus so worthy? ""often referred to as earth's ""twin"", Venus is the closest planet to earth in terms of denisty and size."" says the article of this passage in paragraph 2. but then in paragraph 2 he states that Venus has a ""thick atmoshpere of 97 percent carbon dioxide blankets"" and ""clouds of highly corrosive sulfiric acid"" ""temperatures over 800 degrees Fahrenheit"" and "" atmospheric pressure is 90 times greater than what we experience on our own planet"". The author gave all this evidence of the challenges we were facing to get to venus but he does not say why it is beneficial to us. he gives us more reasons to not want to go to venus.

in conclusion, this author does not support his claim of venus being worthy despite all the dangers and challenges it brings. There is no text evidence or even a reason to go to venus. the author has to include more of the benefits we can get from going to venus, instead of giving us all the challenges. ",2
f30e77e,"Dear Florida State Senator,

We, the people have been given the Electoral College in order to allow both us and congress a say on who will be the next face of our country. I know that you should not fix what is not broken, but maybe it time to allow some changes in our election. The Electoral College attempts to maintain a fair voting process, but like many great ideas it comes with a few kinks.

""Non-swing"" states have it rough when its time for voting season, because their chances of ever getting their voice heard are slim to nothing. In the second source; paragraph thirteen, the Office of the Federal Register mentioned that candidates spend their time on ""swing"" states due to them having a better chance of suceeding there than, ""non-swing"" states. This is unfair to the citizens of those states not being able to get a word in, let alone a simple acknowledgement of who they may be voting for. Even in the third source; twentieth paragraph, the 'OotFR' mention that only those few lucky states chosen will receive more information on the candidates than those unfortunate few who were discarded like an old newspaper.

Votes are solely dependent on the electors of the states, as shown in paragraph ten of source two. Voter often get confused over who they are placing their votes towards,often voting for the wrong candidate or have no control, whatsoever. In the following paragraph, John F. Kennedy was in trouble back in 1960 because of the LA state legislature nearly got new electors so that most of Kennedy's popular vote would not be received at all. Overall the electors play crucial part in the Electoral College, but must could not trusted to hold that much responsibilty.

All-in-all, the Electoral College contains  some flaws, which is normal. I'm not asking for you to abolish it altogether, but compromise and evenly distribute the power of the votes and who gets a say on what is happening.

Sincerely,

PROPER_NAME                    ",3
9c76a86,"Driverless Cars are Coming is a story about cars that don't really require a human driver. It talks about the history of driverless cars and how far they have come. It also gives some examples of some driverless cars. However, in the story it describes how these driverless cars have some positive and negative aspects. I believe that these cars have positive aspects and should be developed more because they are able to mimic the same skill of a human at the wheel, the drivers will be more alert, and they have a lot of safety functions.

To begin with, I am for the development for the driverless cars because they are able to mimic the same skill of a human at the wheel. For example, in the story it says, ""Google's modified Toyota Prius uses position-estimating sensors on the left rear wheel, a rotating sensor on the roof, a video camera mounted near the rearview mirror, four automotive radar sensors, a GPS receiver, and an inertial notion sensor. The most important bit of technology in this system is the spinning sensor on the roof. Dubbed LIDAR, it uses laser beams to form a constantly updating 3-D model of the car's surroundings. The combination of all this input is necessary for the driverless car to mimic the skill of a human at the wheel.""

In addition, the next reason I am for the development of driverless car is because the drivers will be more alert. For example, in the story it says, ""GM has developed driver's seats that vibrate when the vehicle is in danger of backing into an object."" The story also says, "" The Google car simply announces when the driver should be prepared to take over."" Finally, one last example from the story is when it says, ""Manufacturers are also considering using cameras to watch that drivers are remaining focused on the road. While the driver watches the road, the car watches the driver.""

Finally, the last reason I am for the development of driverless cars is because they have a lot of safety functions. For example, in the story it says, ""Some manufacturers hope to do that by bringing in-car entertainment and information systems that use heads-up displays. Such displays can be turned off instantly when the driver needs to take over---something not available to drivers trying to text with a cell phone. In this way, the in-car system is actually a safety feature, and safety is a big concern."" Also, another example the story says is, "" The information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a human driver could manage alone.""

In conclusion, I am for the development of driverless cars because they are able to mimic the same skill of a human at the wheel, the drivers will be more alert, and they have a lot of safety functions.                        ",3
adfcc71,"I would tell them that it was just a rock as said in the article ""huge rock formation"" ,i also can prove that it is not an alien because in the article it states that ""arrived at the Red Planet in sept 1997..."" they went to mars to take pics of the unknown formation to prove to everyon that it was not made by alien the NASA described it as an ""natural formation"" ,even though this still left others with questions NASA said ""the crema on board MGS had to peer through wispy clouds to see the face "" which means that the picture wa not as clear as you thought it was with the clouds in the way NASA stated "" what the pictuure actually shows is the Martin equivalent of a butte or mesa-landforms common around the American West..."" These are all reasons that state that the landform was not created by aliens.",2
58f18bb,"I think that we should have this Facial Action Coding System. It can make teaching much easier for a teacher and learning much easier on students. The FACS can change just about everything we know about human emotions. This could be a new way to help people in classrooms and people with depression.

Since this FACS was made we are able to better understand how people are feeling. Wethier its in the classroom helping the teacher better engage his or her students into there lesson, or its helping someone who dosent want to show emoting get help with something thats bothering them.Since the face can show so much more emotion than we can normally see we are able to see deeper down at what they are actually feeling. As in paragraph 6 it quotes ""A Classroom coumputer could recognzer when a student is becoming confused or bored, Dr. Huang predicts. Then it could modify the lesson, like an effective human instrutor."" Knowing that many people dont want to be in a classroom there whole day this system will be able to change there action of study to where its more enjoyable for the student to sit there and actually learn about the material.

As it goes to show the FACS would be a great thing to have because it would greatly help out in so many different ways. With this new technology we will be able to better our school learning systems. We will be able to better our world with better learning systems.",3
1c6bf32,"I think it will be good in a couple years because some people can't really drive without help because the sensors will be more advance. It can really do wonders to peoples lives in the future such as going out easier being safe and more efficient. But you still need a driver's license if you want to drive a smart car because when there is a something major going on the car can't sense what other people are going to do. I really think it can do good in the future with the more advance sensors on the cars and we may have better technology. I think it can do real good in this world like herlping people that can be hurt or in pain.

In paragraph 5 and 7 they have great detail of how it will help advance more in the future. In paragraph 7 they said,""None of the cars developed so far are completely driverless. They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents."" They are not fully there yet on the selfless driving subject but they will be soon because in paragraph 5 has detail on that because it said,""Within 10 years, those sensors had become more advanced to detect amd respond to the danger of out-of-control skids or rollovers. The information from thr sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a humman driver could manage alone. Further improvements in sensors and computer hardware and software to make driving safer are also leading to cars that can handle more and more driving tasks on their own."" It will be advanced in the future.

I really hope one day it will happen because we are damaging the plant by using the cars we are using now. It will damage the future for our children and future generations by doing what we are doing we need stop it because we don't want to have future generation clean up what we already can clean up now. So I do hope and dream the smart car can help with this problem in a couple years. Just help save the plant and leave it clean for generatons to come.              ",2
9265080,"This new technology to allow us to read students emotional expressions is brilliant. Reasons being is it allows students to show their true emotion regardless if they act happy, or sad. This will more likely have less kids hide their emotion and can truly be worked on. It can be the difference between life or death. To prove that this technology can be used in advance, most of us know the famous picture of the Mona Lisa. Using this advance system most people will say she is just happy and smiling, 'but she's actually 83 percent happy, 9 percent disgusted,6 percent fearful, and 2 percent angry'. Obviously we have more then one feeling but this is an prime example of showing this can work on other people and pictures from years ago and still show their full emotions, most people can claim to be happy a lot and be completley devasted. This will be the future to help towards others and will soon help for the greater good.",2
7b6d3f8,"Have you ever woderd why the president was selected a certain way? Well i bet you did not know that it is called the electoral college. I am Going To tell you about how our president is choosen and why some people dont like thre way they are choosen.

Did you know that in the Electoral College there has to be a total of 538 Electors. Most of 270 votes are needed to elect a new president. Each canidate running for president has there own group of elector. The peresidential Election happens every four years on the tuesday after  the first monday in november. then we all vote and they do all these tallying on how much electoral votes they got. Not all people agre with the voting system some say its not what we the people really want sometimes. Some People belive that it is the Electors who get to choose.

Some people belive its not fair.

We belive its not far because the electoral are using us for our votes we dont get anything out of it. The state legislature is the one who picks the electors. They are chooseing people they knoe will not be our side. The electoral college is unfair to voters beause of the winner take all rule. The electoral college is unfair,outdated and irrational.

Electoral college method of selecting the presidents messes with potentional voters alot .The Electors Has no hope for who they are eleted  for they just do what they have to do to get there votes. Knowing there vote wll have no affect .

All electoral  college voters vote for a slate of electors who elect the president .The Electors can be anyone not gholding public office.

Now you see our big issue with the electoral college they are unfair and dont acre about our votes. the electoral college just throws our votes in the ditch somewhere we need to stop this nonsense they are not giving us what we want.    ",3
4af3457,"A computer can tell the Mona Lisa painting is 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry. A computer is a complex machine with almost everything in it. A computer stores information like what sites you have been on, documents, and more. It also lets you get information in less than five seconds, but is this a good idea to use in classrooms with students? By looking at the reading ""Making Mona Lisa Smile,"" we can see how computers are helpful when it comes to students' expressions; the teachers can change the lesson up to make it more exciting on the spot.

The software that can read people's emotions is the latest innovation from Professor Thomas Huang, who worked with Professor Nicu Sebe on this project. They are experts at developing better ways for humans and computers to communicate. ""The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles. Movement of one or more muscles is called an 'action unit.' Then Dr. Huang relies on the work of psychologists, such as Dr. Paul Eckman, creator of FACS (Facial Action Coding System). Eckman has classified six basic emotions-happiness, surprise, anger, disgust, fear, and sadness-and then associated each with characteristic movements of the facial muscles."" All of their research on human expressions went into this software. They noticed your frontalis pars lateralis muscle raises your eyebrows when you are surprised and your orbicularis oris tightens when you show anger. By using the software on the Mona Lisa painting, they predicted how she was feeling. She was more happy than angry according to the software, but by looking at the painting, a human can not tell if she is happy, angry,or sad. The computer can tell us how she is feeling by acknowledging her muscles in her face. This software can also tell us when a student is happy, confused or bored, and it will help the teacher adjust the lesson for the student. ""A classrom computer could recognize when a student is becoming confued or bored.' Dr. Huang predicts. 'Then it could modify the lesson, like an effective human instructor"". The technology can help a teacher and a student succeed together by telling each other how they are feeling even if they do not talk during class. Most students raise their hands to answers questions, but a student will not raise their hand to say ""I'm bored"". Some students do not want to tell the teacher they are confused either. Hence for the computer will automatically tell the teacher and they can explain the lesson better to the whole class because there are always multiple students who need extra help, but will not ask. There for, their software will make humans interact more by telling us how they are feeling.

In conclusion, the software Professor Thomas Huang and Professor Nicu Sebe will help read students' emotional expressions. The software has information on how a humans' muscles move when they are happy, sad, angry, fearful, surprised, confused, etc. By using it on the Mona Lisa, we can see that the software works and it will also help find problems in it. Dr. Huang predicts that the software will also help the teacher know when a student is confused or bored. The teacher can then adjust their lesson to make the student more attentive. This will help the teacher succeed in their job more, the lesson more informational, and the student more productive in their school work.",3
5cddf0d,"Cars have been used almost everywhere around the world to help us with our daily lives, like getting us to get to any where we want in a short amount of time. Though there are many beneifts to having a car,there is a price to pay, such as greenhouse gas. Many of us have been so accustomed to having a car, that not having one seems like it will make life complicated as it is. However that is not necessarily true, because just like there are benefits to having a car, there are benefits to limiting car usage.

For example, in Vauban, Gemany 70 percent of the family's in the community do not own any vehicle as a result of street parking, driveways and home garages being generallly forbidden, and 57 percent have sold their car to move there. A benefit that has come from cars being banned is some like Heidrun Wlater, a media trainer and mother of two, felt much happier without a car as oppossed to when she had a car she always felt tense.

However, Vauban is not the only commmunity that has used a movement called ""smart planning"", which is the separation of suburban life from auto use. The trend is growing in Europe, in the United States, as well as other places. Experts say that the method is an effort to greatly reduce greenhouse gas emissions from tailpipes. In places like Europe, passengar cars are responsible for 12 percent of greenhouse gas emissions. While places in the United States that has a high car usuage number is responsible for 50 percent of greenhouse gas emissions.

In addition to greenhouse gas emmisions, the usuage of cars is causing smog in places, such as Paris, where driving has been ban due to days of having a near-record pollution. However, with the exception of usuage for plug-in cars, hybird, and cars carrying three or more passengars. According to Reuters, research shows that Paris has more smog than other European capital. As a result of the ban, car traffic was down 60 percent in the capital. Furthermore, many delivery companies lost revenue. However, the benefit to ban of the usuage of cars is the smog cleared up enough for the ruling French party to lift off the ban on odd-number plates on Tuesday.

Moreover, just like in Europe, in the United States, President Obama wishes to reduce the amount of greenhouse gas emissions produce. The United States is well-known for its car culture. However, research has shown that Americans are buying less cars, driving less and getting fewer licenses as the years go by. Part of the reason for this outcome is the result of the recession, which led to Americans not being able to buy new cars and unemployed did not need the use of the car since they were not going to work anyways. If the pattern of the usage of cars continues the way it's going many sociologist belive it will have a beneficial use on the reduction of carbon emissions and the environment.

In conclusion, though having a car seems to make life easier. It has a negative effect on our environment. Furthermore, there are benefits to not having a car, such as being less stressed, reducing greenhouse gas emission, and creating a better environment.    ",4
d4d8077,"The advantage of limiting car usage is that we get to save the world because less cars are used. As less the better because gas its bad for earth. 80 percent of appropriations have by law gone to highways and only 20 percent to other transport. As Mr Goldberg said ""How much you drive is as important as wether you have a hybrid."" In this new approach, stores are placed a walk away, on a main street, rather than in malls along some distant highway.

After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city. On Monday motorists with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine (In the united states that is $31). The same would apply to odd-numbered plates the following day. Almost 4,000 drivers were fined. 27 people got their veichles impounded because of the reason they reacted to the fine.

In Bogota, Colombia millions of Colombians hiked, biked, skated or took buses to work during a car-free day. Leaving the streets of this capital city mistirious devoid of traffic jams. That was the three years in a row that cars have been banned with only buses and taxis permitted for the day without cars in this capital city of 7 million. The goal was to promote alternative transportation and reduce smog. The people that ignored that faced a $25 fine.

President Obama's ambitious goals to crub the United States' greenhouse gas emissions, unveiled. A fortuitous assist from an incipient shift in American behavior, recent studies suggest that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by. Researchers are wondering if people have been peak driving. Rates of car ownership per household and per person started to come down  two to three years before the downturn. A lot of sociologists believe that the percent of cars owned per personper household will go down.    ",2
45d004a,"Dear Senator,

On the issue of keeping the Electoral College or changing to election by popular vote, I think it is both necessary and unnecessary to keep it the way even if it has been since the founding fathers established it in the Constitution many years ago. The electoral college consists of 538 electors. It only requries 270 of those votes to become the winner of the Electoral College. electorla college is good for the voting process by allowing the qulified people to vote for who they want in office. If we get rid of electoral college then we might not have as many well educated people voting for who gets put in office.

Even if we have the electoral college that dosnt always mean that we will for sure win the election. In 2000 Al Gore won the popular votes but did not win the presidency. There are just a few things that would maybe make the electoral college a little unfair. The state voters do not directly vote for the president, they vote for the electors, who in return vote for the president. State electors are chosen by,sometimes going to state conventions ,the state's party's committee, or even sometimes the presidential canditdates themselves. So with that being said it may be unfair to vote straight for electors and just vote for the president directly. Another thing that would make it unfair because of the ""winner takes all"" system in every state candidates them selves dont spend time in the states that they are repersenting.

What happens if there is a tie in the voting of the electors? In a case like that it would go to the house of repersentatives. If we do it by popular vote than we would not have to worry about there being a tie. People would be able to vote for who they wanted and that would be settled before it even started. If you think that a tie is not likely well in 1976 a tie would have happened if just a small number of votes, 5,559 would have just voted the other way. So saying that the electorla collage way of doing it has its upsides and its down sides. It is outdated and irrational.    ",3
3b7c88c,"There's a Face on Mar's that some people threorise is am alien landmark. However, there's evidence supporting that it's just a natural landform. The Face is a natural landform because while the first picture was bluried the second was ten times sharper then the original, the photos are reported to be of a natural landform, scientist say it is a mesa (common in the western U.S).

As I stated before, scientist say the second photo is ten times sharper than the original photo. This means it was more accurate. The article showed the second picture to readers at the top third picture to the right. It shows what looks like, and is ,a natural landform. One scientist, Jim Garvin, compared it to a mesa. A mesa is commonly found in the ""western area of the American West.""

In conclusion, the Face is an all natural landform that formed on Mars. I said that it's natural because the photos (which are more accurate than before) are said to have a picture of an natural landform, which they do. The Face can't be a Martian relic as it is a mesa. If it was of Martian descent wouldn't it look more noticable and detailed? The Face is a natural landform because the first picture shown to the masses was bluried and unaccurate while the second was sharper and more accurate than the original, the second photos are reported to show a natural landform, and scientist say the Face is a landform not unsimilar to a mesa (which can be found in Western America).",3
bcdb589,"Luke Bomberger was working at the grocery store and a bank when his friend Don Reist came up to him and invited him to go on a cattle boat to Europe. Luke finally said yes when he knew that this was an opportunity of a lifetime. When World War ll was over in Europe they needed people to go to countries to help recover their food supplies, animals, and more,44 nations joined together to form UNRRA. Luke and Don signed up to go on the ship to Europe. They had to be ""Seagoing Cowboys"" to take care of the horses, young cows, and mules that were shipped overseas.

Luke's participation in the Seagoing Cowboys allowed him to experience going to alot of places and exploring them. He went to Greece-with a cargo of 335 horses plus enough hay and oats to feed them."" But seeing the Acropolis in Greece was special,""he says. ""Besides helping people , I had the side benefit of seeing Europe and China. Luke also toured an excavated castle in Crete and marveled at the Panama Canal on his way to China.

Luke had a fun time seeing all these places, you can tell by how well he explaines them. By the way he explaines this, he should really be encouraging people to join the Seagoing Cowboys program. He makes it sound like it is alot of fun. Luke also found time to have fun on board, the cowboys played baseball and volleyball games in the empty holds where animals had been housed. By being a Seagoing Cowboy, Luke says that it makes him more aware of people of other countries and their needs.""And that awareness stayed with him, leading his family to host a number of international students and exchange visitors for many years.      ",3
c77ce2b,"The essay is about car polution and getting ride of car polution. People have been selling their cars to have a ""car free town"" and other countries wanted to try this ""experiment out"" in their countries.

Getting rid of cars can help the Economy with polution. It also could help people save money on gas and use that money for something else. And getting rid of cars can help countries with polution problems. Could also put a stop to the Polution comeing out of a cars exshuast pipe. And alot of the european countries has polution named ""

Smog

"". Could also stop crashes and Traffic jams. And many other countries are going to have a week or a day without cars just too reduce the polution of the world. Could help save us and plant life  for us to survive and breath healthy. Could also Help people get more inspired to go out and ride a bike more or walk to be a bit more healthier. And people arnt driveing as much in ""2005"" People are rideing bikes going outside and walking. They want people rideing bikes more. They started to create alot of bike paths to place people work or stores to go too. Driving went down by 23 percent in 2001 and 2009  that is good to help stop polutin in our world... Well its a start to it. With out cars we probably be more safer in the world. The world will be a lot healthier instead of takeing the car everywhere you go.    ",2
a73e77d,"How was the Face on Mars created? The face on Mars was created, because it is a mesa, meaning no alien created it. Many scientist believed it was an alien artifact, even though there weren't any facts given about it. The Face on Mars is a natural landform.

On April 5, 1998 a team of men snapped a photograph ten times sharper than the one the Viking took. Once the photo was uploaded many people were unhappy. The people still believed it still had something to do with the aliens because of where it was located. The Face of Mars is located at 41 degrees north martian latitude, giving them a reason to believe it was an alien artifact.

The Face on Mar became a pop icon. ""It starred in a Hollywood fim, appeared in books, magazines, radio talk shows, and grocery store checkout lines for 25 years!"" (5) The Face on Mars became famous because many people believed it was an alien artifact and didn't know the truth.

The Face on Mars has nothing to do with aliens, it is a natural landform, also know as a butte or mesa. The Face on Mars was never an alien monument, even though many people just believed it was. It became famous for it, an once people found out the truth then weren't satified with it.

The Face on Mars was finally unmasked. Everyone found out the truth and dealt with it, even though most weren't satified about it. The Face on Mars is a natural landform and has nothing to do with aliens.",3
62ee2c7,"""The author suggests that studying Venus is a worthy pursuit despite the dangerous it presents. I think the author supports it's idea ok but not enough for somebody to risk their life to go and study it. The author really doesn't use that many details for this idea.

Venus is one of the brightest points of light in the sky right? So why wouldn't you wanna go and study venus I know I would. That's why the author want you to go study it. He is basically telling you all this information about Venus and all these stuff it has. Like,I didnt even know venus was aa planet until I saw it in the text.""Venus is actually a planet"". Exploring venus is life risking cause its so close to the sun but also close to Earth.

The author really give alot of supports about studying venus in the text. Lik he really only talked about a venus is close to earth and thee sun. He doesnt really give good supports to his idea. But also the author is giving som supports on how its worthy to study. Like nobody has ever actually stayed alive on venus more than a few hours on venus so what if you do you would be the first to ever alive on venus more than a couple hours hours. Would you wanna take a chnce of your life to visit venus?

In my conclusion I actually think the author can get away with this for other readers to go and study venus. Even though he gives a little supports but not enough. ",2
7e0cc6b,"Can you detect a happy person to an excited person would you want to detect if someone has mixed emotions about you well ""Making Mona Lisa smile"" does that for you.

This computer software can recognize emotions, which was innovated by professor Thomas Huang.

The development of the computer software is a certain pleasant choice because it can detect mixed emotions, can detect trait easily, and it can bring a smile to your face.

The computer software can detect mixed emotions, Dr. huang says that there are many emotions in this universe but with the video movements Mona Lisa can "" by weighing different units, the units can be identified mixed emotions , by comparing agai nst a neautral face."" saying it can detect mixed emotions by taking it slow with the detection doing it by unit.

The Mona Lisa can also detect faces really easily but there is a process first the Mona Lisa consturcts a 3D computer model face there is 44 major muscles and that must move like a human muscles the movement is called action unit. Stating that its worked on the musclesof the face.

This software brings also a smile to your face. The Mona Lisa can detect when you are sad or happy whenever you are on a computer and it can help you modify the mood you are in. It can change you expression on your face so you can feel better when on the computer.

The compter software innovated by professor thomas huang ""Making Mona Lisa smile"" is on the excellent idea category becuase of the reason it can modify your mood, can tell when you are having mixed emotions and also it tells you quickly what your trait is. It will be a treat knowing that this idea can recognize someones trait just by a computer and your muscles moving to the expression you want it to be in .",3
9b97986,"You say that the Face on Mars was created by an alien civilization. However, this is somply not true. The Face on Mars is nothing more than a natural formation similar to a mesa here on Earth. You may think that the Face on Mars was created by aliens, but there is substantial evidence to prove otherwise, that the ""Face"" is nothing more than a natural landform.

There is plenty of evidence to support the fact that the Face on Mars is nothing more than a natural formation. If the Face were created by an alien civilization, NASA would greatly benefit. Therefore, there would be no reason to hide the information. ""defenders of the NASA budjet wish there was an ancient civilization on Mars"" (5). The second photo of the Face on Mars was claimed by some to be inconclusive because of the haze created by the winter weather on Mars. However, a third photo of the Face was taken on April 8, 2001 ""a cloudless summer day in Cydonia [the region of Mars where the Face resides]"" (10) tat also clearly shows that the Face on Mars is not a face at all, but simply a natural land formation.

The Face of Mars is nothing more than a natural land formation. ""'[the Face on Mars] reminds me most of Middle Butte in the Snake River Plain of Idaho,' says Garvin. 'That's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars,'"" (12). If the ruins of an alien civilization actually existed on Mars, NASA would reap a great benifit, meaning that there would be no reason to hide the discovery. The first picture showing the Face on Mars as merely a natural landform was dismissed by skeptics because the time of year the photo was taken gave the camera a layer of haze to look through to see the face. This haze, skeptics said, hid the alien markings from view. However, this was disproven in April 2001, when a new photo was taken during the clear summertime on Mars. This photo still showed that the Face on Mars is nothing more than a natural formation similar to the mesas of Earth.",3
